viewer_id,city,segment,signup_date
731,Hyderabad,Casual,2024-10-13
732,Kolkata,Casual,2024-05-01
733,Delhi,Gen Z,2025-02-07
734,Bengaluru,Families,2025-01-09
735,Kolkata,Millennials,2024-07-22
736,Chennai,Casual,2025-02-15
737,Chennai,Gen Z,2024-02-16
738,Mumbai,Millennials,2024-12-07
739,Kolkata,Premium,2025-06-15
740,Hyderabad,Millennials,2025-06-11
741,Delhi,Families,2024-11-22
742,Delhi,Premium,2024-11-02
743,Chennai,Families,2025-06-03
744,Kolkata,Casual,2025-06-29
745,Hyderabad,Casual,2024-11-02
746,Hyderabad,Gen Z,2025-01-12
747,Bengaluru,Gen Z,2025-03-02
748,Chennai,Families,2024-01-28
749,Chennai,Premium,2024-09-28
750,Pune,Casual,2024-08-21
751,Pune,Gen Z,2025-05-06
752,Delhi,Casual,2025-01-24
753,Delhi,Millennials,2024-02-02
754,Chennai,Gen Z,2024-07-14
755,Mumbai,Premium,2024-11-17
756,Hyderabad,Millennials,2025-02-26
757,Pune,Millennials,2025-02-24
758,Chennai,Casual,2025-04-27
759,Kolkata,Gen Z,2024-05-21
760,Chennai,Millennials,2024-11-28
761,Pune,Premium,2025-06-22
762,Hyderabad,Families,2024-06-26
763,Hyderabad,Casual,2024-12-16
764,Chennai,Families,2024-09-27
765,Chennai,Premium,2024-07-15
766,Delhi,Families,2024-11-01
767,Delhi,Families,2024-10-22
768,Pune,Millennials,2025-05-15
769,Bengaluru,Premium,2024-12-23
770,Chennai,Families,2024-10-21
771,Mumbai,Casual,2025-07-10
772,Hyderabad,Premium,2024-12-19
773,Kolkata,Millennials,2024-10-24
774,Mumbai,Families,2024-03-21
775,Bengaluru,Premium,2024-09-19
776,Pune,Premium,2024-08-07
777,Delhi,Casual,2024-10-04
778,Chennai,Families,2024-05-20
779,Mumbai,Casual,2024-09-02
780,Delhi,Gen Z,2025-06-27
781,Delhi,Millennials,2024-02-23
782,Mumbai,Premium,2024-12-04
783,Pune,Premium,2024-04-12
784,Pune,Millennials,2024-01-06
785,Chennai,Millennials,2025-02-20
786,Pune,Premium,2025-05-03
787,Pune,Millennials,2024-10-21
788,Bengaluru,Families,2024-03-01
789,Kolkata,Gen Z,2024-08-25
790,Chennai,Gen Z,2024-06-28
791,Hyderabad,Millennials,2024-02-07
792,Kolkata,Premium,2025-05-22
793,Delhi,Families,2024-02-08
794,Mumbai,Families,2024-04-19
795,Bengaluru,Families,2025-04-10
796,Pune,Casual,2025-06-20
797,Hyderabad,Millennials,2025-05-31
798,Hyderabad,Families,2024-07-16
799,Kolkata,Gen Z,2024-12-04
800,Delhi,Premium,2024-09-20
801,Pune,Millennials,2024-01-15
802,Pune,Families,2024-10-29
803,Chennai,Millennials,2024-06-28
804,Chennai,Premium,2025-03-13
805,Chennai,Families,2024-03-29
806,Hyderabad,Gen Z,2024-07-08
807,Delhi,Premium,2024-11-27
808,Delhi,Gen Z,2024-09-24
809,Hyderabad,Millennials,2025-04-02
810,Kolkata,Families,2024-12-03
811,Bengaluru,Casual,2024-01-12
812,Bengaluru,Families,2024-08-29
813,Mumbai,Gen Z,2025-04-21
814,Bengaluru,Millennials,2025-02-19
815,Pune,Casual,2024-11-14
816,Pune,Gen Z,2024-10-29
817,Bengaluru,Casual,2024-08-14
818,Delhi,Millennials,2025-05-04
819,Delhi,Premium,2025-01-17
820,Hyderabad,Casual,2025-04-27
821,Kolkata,Casual,2024-08-11
822,Kolkata,Millennials,2024-03-24
823,Chennai,Premium,2025-06-24
824,Pune,Families,2024-03-20
825,Chennai,Gen Z,2024-03-04
826,Kolkata,Casual,2025-06-01
827,Delhi,Casual,2025-07-03
828,Delhi,Millennials,2024-12-01
829,Kolkata,Casual,2025-03-28
830,Mumbai,Millennials,2025-05-15
831,Mumbai,Casual,2025-04-01
832,Kolkata,Gen Z,2025-04-09
833,Delhi,Casual,2025-03-01
834,Hyderabad,Casual,2024-02-29
835,Chennai,Premium,2024-11-11
836,Pune,Gen Z,2025-02-09
837,Bengaluru,Gen Z,2024-08-11
838,Chennai,Gen Z,2024-02-16
839,Hyderabad,Families,2024-03-06
840,Chennai,Gen Z,2024-03-11
841,Hyderabad,Gen Z,2024-10-20
842,Hyderabad,Millennials,2024-05-18
843,Kolkata,Premium,2025-01-18
844,Hyderabad,Premium,2025-01-21
845,Hyderabad,Gen Z,2025-07-06
846,Delhi,Families,2024-05-01
847,Delhi,Casual,2025-02-06
848,Chennai,Millennials,2024-08-16
849,Kolkata,Gen Z,2024-01-24
850,Bengaluru,Premium,2025-07-11
851,Hyderabad,Casual,2025-01-23
852,Kolkata,Millennials,2024-09-10
853,Hyderabad,Families,2024-06-07
854,Bengaluru,Millennials,2024-04-25
855,Mumbai,Premium,2024-01-17
856,Delhi,Millennials,2024-03-09
857,Mumbai,Casual,2024-02-04
858,Hyderabad,Casual,2024-02-19
859,Delhi,Gen Z,2025-02-15
860,Hyderabad,Millennials,2025-07-06
861,Delhi,Gen Z,2024-05-23
862,Chennai,Families,2024-08-27
863,Kolkata,Casual,2024-11-22
864,Chennai,Casual,2024-11-24
865,Delhi,Families,2024-05-26
866,Pune,Casual,2024-08-14
867,Hyderabad,Families,2024-10-08
868,Mumbai,Casual,2024-06-28
869,Pune,Premium,2025-05-22
870,Mumbai,Families,2025-01-25
871,Kolkata,Casual,2024-11-22
872,Pune,Premium,2025-02-22
873,Delhi,Families,2025-01-20
874,Delhi,Casual,2025-04-29
875,Delhi,Millennials,2024-11-03
876,Kolkata,Millennials,2025-04-19
877,Mumbai,Casual,2025-02-26
878,Hyderabad,Casual,2025-06-26
879,Delhi,Premium,2024-09-05
880,Bengaluru,Millennials,2024-12-04
881,Pune,Gen Z,2025-04-05
882,Kolkata,Families,2024-04-04
883,Chennai,Millennials,2024-02-22
884,Bengaluru,Premium,2024-02-10
885,Kolkata,Gen Z,2024-07-11
886,Kolkata,Casual,2024-08-10
887,Hyderabad,Millennials,2024-12-06
888,Bengaluru,Gen Z,2024-08-04
889,Delhi,Gen Z,2025-05-05
890,Delhi,Casual,2024-07-28
891,Hyderabad,Millennials,2024-11-25
892,Kolkata,Families,2025-01-24
893,Hyderabad,Casual,2025-01-02
894,Bengaluru,Families,2025-01-03
895,Chennai,Premium,2025-04-22
896,Mumbai,Premium,2024-11-23
897,Delhi,Families,2024-11-16
898,Hyderabad,Gen Z,2024-08-14
899,Pune,Millennials,2024-01-17
900,Bengaluru,Casual,2025-03-03
