period_start,movie_id,city,engagement_score
2025-07-02,3,Chennai,60.13
2025-07-02,3,Pune,45.07
2025-07-02,3,Kolkata,44.21
2025-07-02,4,Mumbai,55.38
2025-07-02,4,Delhi,40.12
2025-07-02,4,Bengaluru,53.19
2025-07-02,4,Hyderabad,70.88
2025-07-02,4,Chennai,54.46
2025-07-02,4,Pune,58.05
2025-07-02,4,Kolkata,45.0
2025-07-02,5,Mumbai,59.95
2025-07-02,5,Delhi,63.67
2025-07-02,5,Bengaluru,77.9
2025-07-02,5,Hyderabad,65.68
2025-07-02,5,Chennai,45.72
2025-07-02,5,Pune,69.71
2025-07-02,5,Kolkata,64.89
2025-07-02,6,Mumbai,56.18
2025-07-02,6,Delhi,59.03
2025-07-02,6,Bengaluru,60.2
2025-07-02,6,Hyderabad,47.37
2025-07-02,6,Chennai,56.12
2025-07-02,6,Pune,83.84
2025-07-02,6,Kolkata,74.63
2025-07-02,7,Mumbai,62.76
2025-07-02,7,Delhi,73.83
2025-07-02,7,Bengaluru,53.09
2025-07-02,7,Hyderabad,84.13
2025-07-02,7,Chennai,68.14
2025-07-02,7,Pune,65.26
2025-07-02,7,Kolkata,73.8
2025-07-02,8,Mumbai,63.07
2025-07-02,8,Delhi,80.01
2025-07-02,8,Bengaluru,49.54
2025-07-02,8,Hyderabad,65.71
2025-07-02,8,Chennai,60.61
2025-07-02,8,Pune,51.37
2025-07-02,8,Kolkata,53.37
2025-07-16,1,Mumbai,58.64
2025-07-16,1,Delhi,64.83
2025-07-16,1,Bengaluru,78.04
2025-07-16,1,Hyderabad,63.0
2025-07-16,1,Chennai,71.72
2025-07-16,1,Pune,58.32
2025-07-16,1,Kolkata,54.72
2025-07-16,2,Mumbai,66.41
2025-07-16,2,Delhi,50.52
2025-07-16,2,Bengaluru,83.82
2025-07-16,2,Hyderabad,59.0
2025-07-16,2,Chennai,60.07
2025-07-16,2,Pune,71.32
2025-07-16,2,Kolkata,37.83
2025-07-16,3,Mumbai,39.09
2025-07-16,3,Delhi,66.64
2025-07-16,3,Bengaluru,54.33
2025-07-16,3,Hyderabad,59.24
2025-07-16,3,Chennai,77.99
2025-07-16,3,Pune,44.1
2025-07-16,3,Kolkata,35.81
2025-07-16,4,Mumbai,55.2
2025-07-16,4,Delhi,62.31
2025-07-16,4,Bengaluru,54.09
2025-07-16,4,Hyderabad,63.02
2025-07-16,4,Chennai,70.6
2025-07-16,4,Pune,54.7
2025-07-16,4,Kolkata,48.96
2025-07-16,5,Mumbai,43.41
2025-07-16,5,Delhi,56.29
2025-07-16,5,Bengaluru,64.0
2025-07-16,5,Hyderabad,58.28
2025-07-16,5,Chennai,73.5
2025-07-16,5,Pune,56.93
2025-07-16,5,Kolkata,63.62
2025-07-16,6,Mumbai,62.39
2025-07-16,6,Delhi,61.87
2025-07-16,6,Bengaluru,43.31
2025-07-16,6,Hyderabad,63.41
2025-07-16,6,Chennai,67.47
2025-07-16,6,Pune,71.56
2025-07-16,6,Kolkata,45.65
2025-07-16,7,Mumbai,67.58
2025-07-16,7,Delhi,30.68
2025-07-16,7,Bengaluru,60.88
2025-07-16,7,Hyderabad,43.68
2025-07-16,7,Chennai,60.38
2025-07-16,7,Pune,45.42
2025-07-16,7,Kolkata,43.16
2025-07-16,8,Mumbai,60.38
2025-07-16,8,Delhi,50.06
2025-07-16,8,Bengaluru,79.64
2025-07-16,8,Hyderabad,34.79
2025-07-16,8,Chennai,46.83
2025-07-16,8,Pune,48.22
2025-07-16,8,Kolkata,67.89
2025-07-30,1,Mumbai,31.5
2025-07-30,1,Delhi,66.42
2025-07-30,1,Bengaluru,88.62
2025-07-30,1,Hyderabad,46.39
2025-07-30,1,Chennai,29.91
2025-07-30,1,Pune,55.94
2025-07-30,1,Kolkata,54.44
2025-07-30,2,Mumbai,68.6
2025-07-30,2,Delhi,76.39
2025-07-30,2,Bengaluru,74.47
2025-07-30,2,Hyderabad,63.75
2025-07-30,2,Chennai,63.68
2025-07-30,2,Pune,50.6
2025-07-30,2,Kolkata,61.57
2025-07-30,3,Mumbai,64.04
2025-07-30,3,Delhi,71.17
2025-07-30,3,Bengaluru,51.13
2025-07-30,3,Hyderabad,75.0
2025-07-30,3,Chennai,51.98
2025-07-30,3,Pune,53.79
2025-07-30,3,Kolkata,65.82
2025-07-30,4,Mumbai,47.0
2025-07-30,4,Delhi,79.08
2025-07-30,4,Bengaluru,61.16
2025-07-30,4,Hyderabad,54.0
2025-07-30,4,Chennai,65.15
2025-07-30,4,Pune,34.77
2025-07-30,4,Kolkata,52.14
2025-07-30,5,Mumbai,50.64
2025-07-30,5,Delhi,56.87
2025-07-30,5,Bengaluru,58.43
2025-07-30,5,Hyderabad,60.87
2025-07-30,5,Chennai,54.94
2025-07-30,5,Pune,63.52
2025-07-30,5,Kolkata,72.6
2025-07-30,6,Mumbai,70.31
2025-07-30,6,Delhi,46.42
2025-07-30,6,Bengaluru,57.46
2025-07-30,6,Hyderabad,51.55
2025-07-30,6,Chennai,59.35
2025-07-30,6,Pune,61.74
2025-07-30,6,Kolkata,68.93
2025-07-30,7,Mumbai,62.99
2025-07-30,7,Delhi,67.9
2025-07-30,7,Bengaluru,54.85
2025-07-30,7,Hyderabad,49.08
2025-07-30,7,Chennai,66.62
2025-07-30,7,Pune,44.66
2025-07-30,7,Kolkata,65.04
2025-07-30,8,Mumbai,60.1
2025-07-30,8,Delhi,65.74
2025-07-30,8,Bengaluru,52.85
2025-07-30,8,Hyderabad,44.42
2025-07-30,8,Chennai,54.77
2025-07-30,8,Pune,62.84
2025-07-30,8,Kolkata,67.61
2025-08-13,1,Mumbai,63.83
2025-08-13,1,Delhi,58.53
2025-08-13,1,Bengaluru,61.06
2025-08-13,1,Hyderabad,49.16
2025-08-13,1,Chennai,56.44
2025-08-13,1,Pune,55.6
2025-08-13,1,Kolkata,51.16
2025-08-13,2,Mumbai,75.44
2025-08-13,2,Delhi,82.22
2025-08-13,2,Bengaluru,80.57
2025-08-13,2,Hyderabad,52.65
2025-08-13,2,Chennai,73.12
2025-08-13,2,Pune,47.49
2025-08-13,2,Kolkata,52.46
2025-08-13,3,Mumbai,75.91
2025-08-13,3,Delhi,51.93
2025-08-13,3,Bengaluru,49.51
2025-08-13,3,Hyderabad,61.16
2025-08-13,3,Chennai,53.99
2025-08-13,3,Pune,62.81
2025-08-13,3,Kolkata,36.79
2025-08-13,4,Mumbai,36.95
2025-08-13,4,Delhi,50.32
2025-08-13,4,Bengaluru,67.82
2025-08-13,4,Hyderabad,63.17
2025-08-13,4,Chennai,56.14
2025-08-13,4,Pune,48.05
2025-08-13,4,Kolkata,57.03
2025-08-13,5,Mumbai,59.64
2025-08-13,5,Delhi,50.56
2025-08-13,5,Bengaluru,63.65
2025-08-13,5,Hyderabad,52.43
2025-08-13,5,Chennai,54.15
2025-08-13,5,Pune,57.43
2025-08-13,5,Kolkata,38.99
2025-08-13,6,Mumbai,36.32
2025-08-13,6,Delhi,46.52
2025-08-13,6,Bengaluru,68.5
2025-08-13,6,Hyderabad,56.42
2025-08-13,6,Chennai,58.57
2025-08-13,6,Pune,62.17
2025-08-13,6,Kolkata,61.75
2025-08-13,7,Mumbai,60.07
2025-08-13,7,Delhi,41.22
2025-08-13,7,Bengaluru,60.17
2025-08-13,7,Hyderabad,70.22
2025-08-13,7,Chennai,66.25
2025-08-13,7,Pune,21.33
2025-08-13,7,Kolkata,90.76
2025-08-13,8,Mumbai,60.33
2025-08-13,8,Delhi,47.09
2025-08-13,8,Bengaluru,55.38
2025-08-13,8,Hyderabad,54.65
2025-08-13,8,Chennai,47.52
2025-08-13,8,Pune,65.91
2025-08-13,8,Kolkata,40.46
2025-08-27,1,Mumbai,43.0
2025-08-27,1,Delhi,72.7
2025-08-27,1,Bengaluru,71.31
2025-08-27,1,Hyderabad,52.73
2025-08-27,1,Chennai,52.06
2025-08-27,1,Pune,60.07
2025-08-27,1,Kolkata,60.27
2025-08-27,2,Mumbai,58.81
2025-08-27,2,Delhi,48.2
2025-08-27,2,Bengaluru,81.17
2025-08-27,2,Hyderabad,48.51
2025-08-27,2,Chennai,28.7
2025-08-27,2,Pune,60.04
2025-08-27,2,Kolkata,69.41
2025-08-27,3,Mumbai,66.21
2025-08-27,3,Delhi,74.25
2025-08-27,3,Bengaluru,51.92
2025-08-27,3,Hyderabad,58.44
2025-08-27,3,Chennai,81.36
2025-08-27,3,Pune,58.15
2025-08-27,3,Kolkata,58.33
2025-08-27,4,Mumbai,62.2
2025-08-27,4,Delhi,50.39
2025-08-27,4,Bengaluru,61.53
2025-08-27,4,Hyderabad,48.09
2025-08-27,4,Chennai,58.54
2025-08-27,4,Pune,70.5
2025-08-27,4,Kolkata,68.55
2025-08-27,5,Mumbai,73.78
2025-08-27,5,Delhi,57.35
2025-08-27,5,Bengaluru,43.35
2025-08-27,5,Hyderabad,51.58
2025-08-27,5,Chennai,53.04
2025-08-27,5,Pune,55.63
2025-08-27,5,Kolkata,72.38
2025-08-27,6,Mumbai,52.44
2025-08-27,6,Delhi,80.38
2025-08-27,6,Bengaluru,53.49
2025-08-27,6,Hyderabad,60.96
2025-08-27,6,Chennai,51.43
2025-08-27,6,Pune,53.28
2025-08-27,6,Kolkata,59.68
2025-08-27,7,Mumbai,25.14
2025-08-27,7,Delhi,51.79
2025-08-27,7,Bengaluru,56.67
2025-08-27,7,Hyderabad,65.95
2025-08-27,7,Chennai,66.24
2025-08-27,7,Pune,52.46
2025-08-27,7,Kolkata,35.48
2025-08-27,8,Mumbai,54.37
2025-08-27,8,Delhi,54.23
2025-08-27,8,Bengaluru,54.0
2025-08-27,8,Hyderabad,46.37
2025-08-27,8,Chennai,62.93
2025-08-27,8,Pune,31.15
2025-08-27,8,Kolkata,53.96
2025-09-10,1,Mumbai,75.06
2025-09-10,1,Delhi,50.25
2025-09-10,1,Bengaluru,76.0
2025-09-10,1,Hyderabad,66.27
2025-09-10,1,Chennai,64.37
2025-09-10,1,Pune,59.79
2025-09-10,1,Kolkata,48.22
2025-09-10,2,Mumbai,63.92
2025-09-10,2,Delhi,63.98
2025-09-10,2,Bengaluru,68.19
2025-09-10,2,Hyderabad,65.56
2025-09-10,2,Chennai,82.16
2025-09-10,2,Pune,58.28
2025-09-10,2,Kolkata,62.63
2025-09-10,3,Mumbai,58.35
2025-09-10,3,Delhi,59.35
2025-09-10,3,Bengaluru,57.5
2025-09-10,3,Hyderabad,52.43
2025-09-10,3,Chennai,65.02
2025-09-10,3,Pune,52.19
2025-09-10,3,Kolkata,62.33
2025-09-10,4,Mumbai,53.24
2025-09-10,4,Delhi,68.36
2025-09-10,4,Bengaluru,50.12
2025-09-10,4,Hyderabad,39.0
2025-09-10,4,Chennai,57.74
2025-09-10,4,Pune,77.4
2025-09-10,4,Kolkata,60.91
2025-09-10,5,Mumbai,64.11
2025-09-10,5,Delhi,71.58
2025-09-10,5,Bengaluru,65.33
2025-09-10,5,Hyderabad,65.64
2025-09-10,5,Chennai,55.67
2025-09-10,5,Pune,61.56
2025-09-10,5,Kolkata,74.25
2025-09-10,6,Mumbai,56.18
2025-09-10,6,Delhi,39.38
2025-09-10,6,Bengaluru,55.26
2025-09-10,6,Hyderabad,52.48
2025-09-10,6,Chennai,59.89
2025-09-10,6,Pune,54.1
2025-09-10,6,Kolkata,72.87
2025-09-10,7,Mumbai,47.23
2025-09-10,7,Delhi,73.03
2025-09-10,7,Bengaluru,57.72
2025-09-10,7,Hyderabad,71.74
2025-09-10,7,Chennai,54.29
2025-09-10,7,Pune,62.98
2025-09-10,7,Kolkata,57.82
2025-09-10,8,Mumbai,49.54
2025-09-10,8,Delhi,68.22
2025-09-10,8,Bengaluru,50.08
2025-09-10,8,Hyderabad,51.56
2025-09-10,8,Chennai,59.88
2025-09-10,8,Pune,56.83
2025-09-10,8,Kolkata,61.96
2025-09-24,1,Mumbai,44.9
2025-09-24,1,Delhi,65.47
2025-09-24,1,Bengaluru,78.77
2025-09-24,1,Hyderabad,37.57
2025-09-24,1,Chennai,87.34
2025-09-24,1,Pune,57.11
2025-09-24,1,Kolkata,57.35
2025-09-24,2,Mumbai,60.52
2025-09-24,2,Delhi,39.51
2025-09-24,2,Bengaluru,69.9
2025-09-24,2,Hyderabad,60.2
2025-09-24,2,Chennai,68.25
2025-09-24,2,Pune,60.16
2025-09-24,2,Kolkata,56.4
2025-09-24,3,Mumbai,54.8
2025-09-24,3,Delhi,59.52
2025-09-24,3,Bengaluru,62.59
2025-09-24,3,Hyderabad,53.84
2025-09-24,3,Chennai,42.57
2025-09-24,3,Pune,38.41
2025-09-24,3,Kolkata,62.12
2025-09-24,4,Mumbai,65.3
2025-09-24,4,Delhi,55.87
2025-09-24,4,Bengaluru,68.78
2025-09-24,4,Hyderabad,41.77
2025-09-24,4,Chennai,48.59
2025-09-24,4,Pune,50.62
2025-09-24,4,Kolkata,76.11
2025-09-24,5,Mumbai,66.41
2025-09-24,5,Delhi,55.8
2025-09-24,5,Bengaluru,62.77
2025-09-24,5,Hyderabad,52.55
2025-09-24,5,Chennai,62.92
2025-09-24,5,Pune,43.84
2025-09-24,5,Kolkata,76.75
2025-09-24,6,Mumbai,55.81
2025-09-24,6,Delhi,52.44
2025-09-24,6,Bengaluru,77.83
2025-09-24,6,Hyderabad,40.55
2025-09-24,6,Chennai,35.47
2025-09-24,6,Pune,56.37
2025-09-24,6,Kolkata,60.17
2025-09-24,7,Mumbai,65.59
2025-09-24,7,Delhi,52.14
2025-09-24,7,Bengaluru,49.15
2025-09-24,7,Hyderabad,59.04
2025-09-24,7,Chennai,52.48
2025-09-24,7,Pune,57.32
2025-09-24,7,Kolkata,59.48
2025-09-24,8,Mumbai,65.21
2025-09-24,8,Delhi,46.77
2025-09-24,8,Bengaluru,67.83
2025-09-24,8,Hyderabad,52.95
2025-09-24,8,Chennai,57.13
2025-09-24,8,Pune,55.36
2025-09-24,8,Kolkata,72.82
2025-10-08,1,Mumbai,57.81
2025-10-08,1,Delhi,65.94
2025-10-08,1,Bengaluru,67.52
2025-10-08,1,Hyderabad,83.05
2025-10-08,1,Chennai,63.13
2025-10-08,1,Pune,58.13
2025-10-08,1,Kolkata,74.57
2025-10-08,2,Mumbai,42.6
2025-10-08,2,Delhi,52.72
2025-10-08,2,Bengaluru,85.15
2025-10-08,2,Hyderabad,53.81
2025-10-08,2,Chennai,49.25
2025-10-08,2,Pune,43.29
2025-10-08,2,Kolkata,50.13
2025-10-08,3,Mumbai,66.92
2025-10-08,3,Delhi,43.86
2025-10-08,3,Bengaluru,51.71
2025-10-08,3,Hyderabad,47.76
2025-10-08,3,Chennai,54.97
2025-10-08,3,Pune,66.38
2025-10-08,3,Kolkata,49.71
2025-10-08,4,Mumbai,57.6
2025-10-08,4,Delhi,46.61
2025-10-08,4,Bengaluru,60.29
2025-10-08,4,Hyderabad,48.08
2025-10-08,4,Chennai,63.41
2025-10-08,4,Pune,71.86
2025-10-08,4,Kolkata,60.43
2025-10-08,5,Mumbai,76.52
2025-10-08,5,Delhi,58.61
2025-10-08,5,Bengaluru,71.17
2025-10-08,5,Hyderabad,67.6
2025-10-08,5,Chennai,67.88
2025-10-08,5,Pune,49.6
2025-10-08,5,Kolkata,54.33
2025-10-08,6,Mumbai,47.25
2025-10-08,6,Delhi,66.63
2025-10-08,6,Bengaluru,49.36
2025-10-08,6,Hyderabad,61.48
2025-10-08,6,Chennai,59.24
2025-10-08,6,Pune,65.67
2025-10-08,6,Kolkata,44.03
2025-10-08,7,Mumbai,51.27
2025-10-08,7,Delhi,68.54
2025-10-08,7,Bengaluru,68.08
2025-10-08,7,Hyderabad,40.56
2025-10-08,7,Chennai,56.81
2025-10-08,7,Pune,54.03
2025-10-08,7,Kolkata,45.35
2025-10-08,8,Mumbai,74.28
2025-10-08,8,Delhi,55.02
2025-10-08,8,Bengaluru,67.01
2025-10-08,8,Hyderabad,59.25
2025-10-08,8,Chennai,57.91
2025-10-08,8,Pune,41.29
2025-10-08,8,Kolkata,59.58
2025-10-22,1,Mumbai,30.9
2025-10-22,1,Delhi,55.12
2025-10-22,1,Bengaluru,72.02
2025-10-22,1,Hyderabad,56.11
2025-10-22,1,Chennai,68.66
2025-10-22,1,Pune,60.15
2025-10-22,1,Kolkata,53.91
2025-10-22,2,Mumbai,59.28
2025-10-22,2,Delhi,65.18
2025-10-22,2,Bengaluru,74.06
2025-10-22,2,Hyderabad,62.68
2025-10-22,2,Chennai,68.71
2025-10-22,2,Pune,66.88
2025-10-22,2,Kolkata,61.03
2025-10-22,3,Mumbai,48.13
2025-10-22,3,Delhi,79.22
2025-10-22,3,Bengaluru,46.8
2025-10-22,3,Hyderabad,63.44
2025-10-22,3,Chennai,44.33
2025-10-22,3,Pune,58.46
2025-10-22,3,Kolkata,47.97
2025-10-22,4,Mumbai,33.26
2025-10-22,4,Delhi,62.95
2025-10-22,4,Bengaluru,59.86
2025-10-22,4,Hyderabad,44.59
2025-10-22,4,Chennai,69.37
2025-10-22,4,Pune,48.49
2025-10-22,4,Kolkata,38.44
2025-10-22,5,Mumbai,39.52
2025-10-22,5,Delhi,63.63
2025-10-22,5,Bengaluru,67.19
2025-10-22,5,Hyderabad,57.31
2025-10-22,5,Chennai,32.99
2025-10-22,5,Pune,59.3
2025-10-22,5,Kolkata,59.42
2025-10-22,6,Mumbai,57.86
2025-10-22,6,Delhi,52.24
2025-10-22,6,Bengaluru,67.4
2025-10-22,6,Hyderabad,50.21
2025-10-22,6,Chennai,51.08
2025-10-22,6,Pune,47.63
2025-10-22,6,Kolkata,41.83
2025-10-22,7,Mumbai,73.15
2025-10-22,7,Delhi,57.37
2025-10-22,7,Bengaluru,64.88
2025-10-22,7,Hyderabad,46.48
2025-10-22,7,Chennai,60.75
2025-10-22,7,Pune,30.04
2025-10-22,7,Kolkata,63.98
2025-10-22,8,Mumbai,65.87
2025-10-22,8,Delhi,55.5
2025-10-22,8,Bengaluru,72.89
2025-10-22,8,Hyderabad,56.43
2025-10-22,8,Chennai,61.68
2025-10-22,8,Pune,66.0
2025-10-22,8,Kolkata,74.95
