activity_date,movie_id,views,watch_minutes,completion_rate
2025-04-07,6,472,35872,0.73
2025-04-07,7,172,12040,0.5
2025-04-07,8,514,42662,0.67
2025-04-08,1,1006,71426,0.7
2025-04-08,2,670,56950,0.78
2025-04-08,3,698,41880,0.75
2025-04-08,4,220,15400,0.56
2025-04-08,5,415,22410,0.72
2025-04-08,6,534,20826,0.57
2025-04-08,7,391,20332,0.44
2025-04-08,8,512,40960,0.83
2025-04-09,1,1028,72988,0.79
2025-04-09,2,662,52298,0.7
2025-04-09,3,768,60672,0.62
2025-04-09,4,324,20736,0.52
2025-04-09,5,470,36190,0.81
2025-04-09,6,317,26311,0.69
2025-04-09,7,210,17850,0.59
2025-04-09,8,365,22995,0.71
2025-04-10,1,1043,74053,0.59
2025-04-10,2,764,30560,0.75
2025-04-10,3,700,50400,0.65
2025-04-10,4,163,11899,0.59
2025-04-10,5,322,13202,0.78
2025-04-10,6,449,25593,0.77
2025-04-10,7,229,10992,0.45
2025-04-10,8,328,13448,0.74
2025-04-11,1,890,59630,0.53
2025-04-11,2,739,62076,0.61
2025-04-11,3,612,45900,0.69
2025-04-11,4,367,16882,0.46
2025-04-11,5,368,14352,0.73
2025-04-11,6,463,38429,0.79
2025-04-11,7,343,14749,0.41
2025-04-11,8,419,34777,0.81
2025-04-12,1,984,44280,0.57
2025-04-12,2,798,62244,0.76
2025-04-12,3,600,37200,0.76
2025-04-12,4,230,17710,0.34
2025-04-12,5,489,30318,0.67
2025-04-12,6,464,27376,0.7
2025-04-12,7,119,5593,0.46
2025-04-12,8,441,38367,0.73
2025-04-13,1,931,53067,0.61
2025-04-13,2,676,37856,0.49
2025-04-13,3,633,29118,0.66
2025-04-13,4,266,22876,0.51
2025-04-13,5,418,28842,0.78
2025-04-13,6,412,28428,0.69
2025-04-13,7,227,15436,0.62
2025-04-13,8,342,25992,0.71
2025-04-14,1,904,65992,0.65
2025-04-14,2,681,34731,0.8
2025-04-14,3,700,55300,0.7
2025-04-14,4,235,9400,0.55
2025-04-14,5,348,19836,0.56
2025-04-14,6,404,17776,0.72
2025-04-14,7,179,14499,0.53
2025-04-14,8,396,32472,0.8
2025-04-15,1,840,41160,0.61
2025-04-15,2,821,50081,0.66
2025-04-15,3,690,39330,0.68
2025-04-15,4,189,7938,0.66
2025-04-15,5,427,17934,0.54
2025-04-15,6,409,33538,0.73
2025-04-15,7,262,16768,0.45
2025-04-15,8,305,23485,0.67
2025-04-16,1,1041,81198,0.73
2025-04-16,2,694,56908,0.58
2025-04-16,3,636,36888,0.8
2025-04-16,4,357,21420,0.61
2025-04-16,5,314,21666,0.68
2025-04-16,6,274,22742,0.68
2025-04-16,7,323,14535,0.53
2025-04-16,8,369,23616,0.63
2025-04-17,1,967,75426,0.64
2025-04-17,2,718,63184,0.75
2025-04-17,3,717,52341,0.72
2025-04-17,4,256,20736,0.52
2025-04-17,5,382,28268,0.76
2025-04-17,6,406,19894,0.68
2025-04-17,7,268,21708,0.65
2025-04-17,8,335,13400,0.7
2025-04-18,1,897,69966,0.62
2025-04-18,2,554,32686,0.73
2025-04-18,3,526,44710,0.72
2025-04-18,4,345,25530,0.54
2025-04-18,5,409,29448,0.62
2025-04-18,6,517,30503,0.7
2025-04-18,7,268,16080,0.35
2025-04-18,8,459,17901,0.71
2025-04-19,1,911,65592,0.76
2025-04-19,2,753,46686,0.6
2025-04-19,3,674,59312,0.73
2025-04-19,4,261,15138,0.38
2025-04-19,5,405,17415,0.63
2025-04-19,6,364,24024,0.69
2025-04-19,7,250,17750,0.45
2025-04-19,8,408,35904,0.73
2025-04-20,1,999,42957,0.7
2025-04-20,2,684,46512,0.7
2025-04-20,3,695,41005,0.66
2025-04-20,4,368,26128,0.45
2025-04-20,5,395,34365,0.76
2025-04-20,6,516,36636,0.58
2025-04-20,7,202,16968,0.47
2025-04-20,8,492,34932,0.71
2025-04-21,1,998,39920,0.74
2025-04-21,2,661,28423,0.59
2025-04-21,3,581,25564,0.84
2025-04-21,4,150,8550,0.49
2025-04-21,5,545,42510,0.71
2025-04-21,6,471,23550,0.65
2025-04-21,7,198,17226,0.61
2025-04-21,8,385,18095,0.7
2025-04-22,1,970,74690,0.72
2025-04-22,2,667,48024,0.68
2025-04-22,3,621,29187,0.75
2025-04-22,4,386,28564,0.46
2025-04-22,5,420,32340,0.72
2025-04-22,6,492,20172,0.63
2025-04-22,7,277,22437,0.58
2025-04-22,8,490,21070,0.71
2025-04-23,1,907,68932,0.71
2025-04-23,2,502,43172,0.64
2025-04-23,3,606,31512,0.7
2025-04-23,4,242,16456,0.52
2025-04-23,5,494,20748,0.75
2025-04-23,6,449,29185,0.81
2025-04-23,7,239,18164,0.48
2025-04-23,8,448,35392,0.63
2025-04-24,1,890,68530,0.71
2025-04-24,2,656,53136,0.67
2025-04-24,3,705,62040,0.64
2025-04-24,4,314,20410,0.47
2025-04-24,5,386,16598,0.52
2025-04-24,6,330,23100,0.64
2025-04-24,7,187,10472,0.53
2025-04-24,8,569,23329,0.76
2025-04-25,1,1046,62760,0.69
2025-04-25,2,747,29133,0.73
2025-04-25,3,670,42210,0.81
2025-04-25,4,176,11088,0.42
2025-04-25,5,350,28000,0.76
2025-04-25,6,438,31974,0.73
2025-04-25,7,92,5888,0.63
2025-04-25,8,566,45280,0.92
2025-04-26,1,958,75682,0.7
2025-04-26,2,819,56511,0.7
2025-04-26,3,548,25208,0.51
2025-04-26,4,352,22528,0.57
2025-04-26,5,521,42722,0.56
2025-04-26,6,357,17493,0.64
2025-04-26,7,144,9504,0.53
2025-04-26,8,379,24635,0.73
2025-04-27,1,871,73164,0.63
2025-04-27,2,707,45248,0.78
2025-04-27,3,748,29920,0.64
2025-04-27,4,356,29548,0.5
2025-04-27,5,352,28864,0.77
2025-04-27,6,526,37346,0.75
2025-04-27,7,434,37758,0.49
2025-04-27,8,403,28613,0.78
2025-04-28,1,974,66232,0.67
2025-04-28,2,624,49920,0.6
2025-04-28,3,753,56475,0.74
2025-04-28,4,250,14750,0.53
2025-04-28,5,409,27403,0.69
2025-04-28,6,335,28140,0.68
2025-04-28,7,185,10360,0.58
2025-04-28,8,415,31540,0.71
2025-04-29,1,949,70226,0.56
2025-04-29,2,693,51975,0.8
2025-04-29,3,671,37576,0.71
2025-04-29,4,297,16632,0.41
2025-04-29,5,381,16002,0.69
2025-04-29,6,456,20976,0.64
2025-04-29,7,175,9450,0.47
2025-04-29,8,456,22344,0.69
2025-04-30,1,1053,84240,0.62
2025-04-30,2,744,65472,0.66
2025-04-30,3,640,27520,0.69
2025-04-30,4,239,11233,0.58
2025-04-30,5,427,28182,0.63
2025-04-30,6,375,31500,0.7
2025-04-30,7,221,10608,0.47
2025-04-30,8,439,37315,0.86
2025-05-01,1,864,58752,0.78
2025-05-01,2,621,34776,0.67
2025-05-01,3,576,46656,0.51
2025-05-01,4,352,22880,0.45
2025-05-01,5,402,21708,0.83
2025-05-01,6,438,36792,0.56
2025-05-01,7,160,7840,0.61
2025-05-01,8,429,18018,0.69
2025-05-02,1,978,64548,0.71
2025-05-02,2,628,33912,0.79
2025-05-02,3,665,28595,0.71
2025-05-02,4,281,14331,0.55
2025-05-02,5,521,43243,0.66
2025-05-02,6,450,34200,0.68
2025-05-02,7,233,18407,0.6
2025-05-02,8,240,10800,0.61
2025-05-03,1,930,62310,0.63
2025-05-03,2,684,45828,0.66
2025-05-03,3,713,46345,0.66
2025-05-03,4,147,12789,0.4
2025-05-03,5,400,16800,0.73
2025-05-03,6,415,25730,0.72
2025-05-03,7,145,7830,0.53
2025-05-03,8,432,21600,0.72
2025-05-04,1,913,62997,0.66
2025-05-04,2,772,50180,0.75
2025-05-04,3,681,44946,0.8
2025-05-04,4,179,7518,0.47
2025-05-04,5,529,46023,0.75
2025-05-04,6,269,12643,0.75
2025-05-04,7,156,6240,0.51
2025-05-04,8,389,31898,0.64
2025-05-05,1,914,34732,0.76
2025-05-05,2,522,36018,0.67
2025-05-05,3,584,49056,0.7
2025-05-05,4,212,15264,0.37
2025-05-05,5,431,35342,0.77
2025-05-05,6,455,33670,0.61
2025-05-05,7,30,1770,0.46
2025-05-05,8,388,30264,0.62
2025-05-06,1,1058,64538,0.69
2025-05-06,2,513,22059,0.65
2025-05-06,3,728,40768,0.58
2025-05-06,4,159,6360,0.47
2025-05-06,5,527,30039,0.67
2025-05-06,6,366,28548,0.53
2025-05-06,7,125,9750,0.42
2025-05-06,8,375,15000,0.71
2025-05-07,1,991,74325,0.81
2025-05-07,2,724,63712,0.7
2025-05-07,3,510,20400,0.6
2025-05-07,4,248,21824,0.53
2025-05-07,5,446,37910,0.61
2025-05-07,6,400,18800,0.72
2025-05-07,7,59,2301,0.42
2025-05-07,8,436,22236,0.57
2025-05-08,1,1050,92400,0.66
2025-05-08,2,675,49275,0.77
2025-05-08,3,663,47073,0.73
2025-05-08,4,290,24940,0.49
2025-05-08,5,508,34036,0.68
2025-05-08,6,434,23870,0.57
2025-05-08,7,193,9071,0.52
2025-05-08,8,341,23188,0.5
2025-05-09,1,905,36200,0.69
2025-05-09,2,767,39117,0.72
2025-05-09,3,597,51342,0.72
2025-05-09,4,153,6273,0.52
2025-05-09,5,461,40568,0.67
2025-05-09,6,508,21336,0.71
2025-05-09,7,253,18975,0.43
2025-05-09,8,351,29835,0.65
2025-05-10,1,920,80040,0.63
2025-05-10,2,741,39273,0.73
2025-05-10,3,648,40176,0.53
2025-05-10,4,209,15675,0.49
2025-05-10,5,263,12361,0.71
2025-05-10,6,441,21609,0.8
2025-05-10,7,127,10668,0.54
2025-05-10,8,444,24420,0.76
2025-05-11,1,961,78802,0.73
2025-05-11,2,644,28980,0.66
2025-05-11,3,709,34032,0.62
2025-05-11,4,190,10640,0.45
2025-05-11,5,314,24492,0.6
2025-05-11,6,575,42550,0.64
2025-05-11,7,303,13029,0.48
2025-05-11,8,342,17442,0.74
2025-05-12,1,830,45650,0.61
2025-05-12,2,778,41234,0.7
2025-05-12,3,661,34372,0.78
2025-05-12,4,265,12455,0.44
2025-05-12,5,557,35648,0.6
2025-05-12,6,441,29988,0.69
2025-05-12,7,149,9685,0.42
2025-05-12,8,335,27470,0.67
2025-05-13,1,985,52205,0.61
2025-05-13,2,808,66256,0.76
2025-05-13,3,639,29394,0.5
2025-05-13,4,152,6536,0.56
2025-05-13,5,530,25440,0.7
2025-05-13,6,377,32045,0.54
2025-05-13,7,30,2010,0.4
2025-05-13,8,440,27720,0.53
2025-05-14,1,1010,78780,0.84
2025-05-14,2,723,30366,0.6
2025-05-14,3,737,40535,0.71
2025-05-14,4,89,7832,0.54
2025-05-14,5,509,20869,0.6
2025-05-14,6,404,16564,0.75
2025-05-14,7,227,17933,0.53
2025-05-14,8,409,35583,0.75
2025-05-15,1,844,71740,0.66
2025-05-15,2,791,64862,0.65
2025-05-15,3,690,35880,0.82
2025-05-15,4,118,8260,0.66
2025-05-15,5,394,16548,0.63
2025-05-15,6,362,25340,0.75
2025-05-15,7,120,9960,0.5
2025-05-15,8,282,15792,0.66
2025-05-16,1,881,71361,0.71
2025-05-16,2,828,34776,0.64
2025-05-16,3,718,30874,0.84
2025-05-16,4,327,18312,0.59
2025-05-16,5,448,21504,0.68
2025-05-16,6,401,27669,0.81
2025-05-16,7,188,14664,0.55
2025-05-16,8,497,40257,0.7
2025-05-17,1,911,54660,0.68
2025-05-17,2,592,23088,0.75
2025-05-17,3,653,33956,0.72
2025-05-17,4,233,13747,0.43
2025-05-17,5,361,28519,0.73
2025-05-17,6,439,35120,0.6
2025-05-17,7,111,7326,0.36
2025-05-17,8,326,28688,0.72
2025-05-18,1,903,46956,0.82
2025-05-18,2,501,43587,0.71
2025-05-18,3,684,38304,0.65
2025-05-18,4,143,6864,0.52
2025-05-18,5,405,19845,0.63
2025-05-18,6,481,38480,0.59
2025-05-18,7,170,7650,0.46
2025-05-18,8,483,22218,0.71
2025-05-19,1,882,44982,0.72
2025-05-19,2,681,39498,0.68
2025-05-19,3,702,46332,0.68
2025-05-19,4,143,8151,0.5
2025-05-19,5,432,29808,0.7
2025-05-19,6,441,25578,0.5
2025-05-19,7,269,19368,0.69
2025-05-19,8,486,40338,0.68
2025-05-20,1,904,77744,0.85
2025-05-20,2,797,37459,0.68
2025-05-20,3,697,46002,0.57
2025-05-20,4,167,11356,0.54
2025-05-20,5,453,33069,0.66
2025-05-20,6,432,33264,0.7
2025-05-20,7,202,8686,0.44
2025-05-20,8,372,18600,0.79
2025-05-21,1,903,78561,0.66
2025-05-21,2,628,25748,0.63
2025-05-21,3,569,29019,0.72
2025-05-21,4,251,10793,0.59
2025-05-21,5,486,35478,0.65
2025-05-21,6,344,29240,0.64
2025-05-21,7,147,12054,0.56
2025-05-21,8,491,33388,0.61
2025-05-22,1,979,46992,0.66
2025-05-22,2,767,59826,0.71
2025-05-22,3,719,40264,0.65
2025-05-22,4,159,6678,0.62
2025-05-22,5,292,14308,0.68
2025-05-22,6,429,20592,0.58
2025-05-22,7,30,2430,0.47
2025-05-22,8,438,35916,0.63
2025-05-23,1,937,70275,0.66
2025-05-23,2,675,31050,0.73
2025-05-23,3,588,40572,0.68
2025-05-23,4,43,2064,0.6
2025-05-23,5,454,23608,0.72
2025-05-23,6,485,35405,0.57
2025-05-23,7,51,3621,0.41
2025-05-23,8,487,39934,0.59
2025-05-24,1,951,63717,0.65
2025-05-24,2,732,33672,0.67
2025-05-24,3,735,41895,0.65
2025-05-24,4,172,11352,0.47
2025-05-24,5,497,42742,0.62
2025-05-24,6,465,26505,0.68
2025-05-24,7,293,15236,0.54
2025-05-24,8,499,40918,0.78
2025-05-25,1,955,43930,0.73
2025-05-25,2,778,66908,0.68
2025-05-25,3,666,57942,0.66
2025-05-25,4,107,5350,0.52
2025-05-25,5,523,36610,0.78
2025-05-25,6,349,18846,0.64
2025-05-25,7,219,8322,0.53
2025-05-25,8,423,32148,0.55
2025-05-26,1,994,48706,0.86
2025-05-26,2,691,32477,0.67
2025-05-26,3,761,57075,0.53
2025-05-26,4,161,11270,0.55
2025-05-26,5,439,30730,0.58
2025-05-26,6,389,29175,0.67
2025-05-26,7,166,13778,0.41
2025-05-26,8,441,37926,0.75
2025-05-27,1,753,33132,0.64
2025-05-27,2,849,70467,0.61
2025-05-27,3,545,26705,0.71
2025-05-27,4,30,1470,0.58
2025-05-27,5,527,34255,0.5
2025-05-27,6,431,19395,0.75
2025-05-27,7,163,10921,0.44
2025-05-27,8,451,38786,0.72
2025-05-28,1,910,76440,0.74
2025-05-28,2,716,44392,0.67
2025-05-28,3,604,31408,0.55
2025-05-28,4,166,8300,0.62
2025-05-28,5,308,15092,0.71
2025-05-28,6,429,18876,0.61
2025-05-28,7,194,12222,0.53
2025-05-28,8,225,10800,0.89
2025-05-29,1,994,62622,0.84
2025-05-29,2,802,67368,0.8
2025-05-29,3,532,46284,0.69
2025-05-29,4,135,11880,0.48
2025-05-29,5,476,28560,0.51
2025-05-29,6,319,20097,0.71
2025-05-29,7,247,11609,0.5
2025-05-29,8,424,22896,0.65
2025-05-30,1,895,41170,0.69
2025-05-30,2,820,34440,0.71
2025-05-30,3,642,31458,0.69
2025-05-30,4,103,4841,0.59
2025-05-30,5,385,33110,0.8
2025-05-30,6,530,46110,0.75
2025-05-30,7,74,4144,0.51
2025-05-30,8,374,20196,0.61
2025-05-31,1,818,58896,0.65
2025-05-31,2,778,35010,0.71
2025-05-31,3,631,42277,0.76
2025-05-31,4,236,20532,0.62
2025-05-31,5,460,26220,0.76
2025-05-31,6,428,29532,0.59
2025-05-31,7,117,4797,0.49
2025-05-31,8,220,16940,0.7
2025-06-01,1,1015,39585,0.68
2025-06-01,2,666,40626,0.67
2025-06-01,3,588,22932,0.8
2025-06-01,4,197,12214,0.4
2025-06-01,5,476,28560,0.73
2025-06-01,6,398,21094,0.7
2025-06-01,7,160,12000,0.63
2025-06-01,8,518,29526,0.75
2025-06-02,1,984,70848,0.72
2025-06-02,2,661,42965,0.77
2025-06-02,3,513,28215,0.62
2025-06-02,4,270,10530,0.52
2025-06-02,5,492,30504,0.68
2025-06-02,6,405,27945,0.72
2025-06-02,7,249,14691,0.58
2025-06-02,8,283,22640,0.69
2025-06-03,1,894,54534,0.78
2025-06-03,2,749,58422,0.68
2025-06-03,3,735,52920,0.57
2025-06-03,4,200,11400,0.57
2025-06-03,5,496,25792,0.69
2025-06-03,6,286,23738,0.55
2025-06-03,7,177,10443,0.48
2025-06-03,8,405,28755,0.79
2025-06-04,1,899,79112,0.7
2025-06-04,2,578,28322,0.73
2025-06-04,3,745,57365,0.65
2025-06-04,4,201,12864,0.36
2025-06-04,5,424,19928,0.75
2025-06-04,6,417,36696,0.71
2025-06-04,7,133,5586,0.57
2025-06-04,8,340,15300,0.65
2025-06-05,1,902,55924,0.78
2025-06-05,2,742,48230,0.57
2025-06-05,3,667,34017,0.73
2025-06-05,4,266,14364,0.49
2025-06-05,5,436,31392,0.67
2025-06-05,6,290,16820,0.83
2025-06-05,7,76,4028,0.48
2025-06-05,8,570,26790,0.65
2025-06-06,1,872,49704,0.79
2025-06-06,2,894,67944,0.72
2025-06-06,3,780,31980,0.72
2025-06-06,4,139,7367,0.38
2025-06-06,5,418,32604,0.77
2025-06-06,6,488,39528,0.67
2025-06-06,7,266,17556,0.62
2025-06-06,8,294,18522,0.8
2025-06-07,1,1100,62700,0.61
2025-06-07,2,817,43301,0.77
2025-06-07,3,616,29568,0.84
2025-06-07,4,278,24186,0.45
2025-06-07,5,338,18590,0.58
2025-06-07,6,513,35397,0.58
2025-06-07,7,82,4838,0.52
2025-06-07,8,388,17072,0.53
2025-06-08,1,1002,70140,0.58
2025-06-08,2,771,64764,0.72
2025-06-08,3,707,47369,0.57
2025-06-08,4,144,11376,0.38
2025-06-08,5,353,31064,0.6
2025-06-08,6,416,20800,0.69
2025-06-08,7,113,4859,0.46
2025-06-08,8,463,38429,0.73
2025-06-09,1,1088,93568,0.66
2025-06-09,2,768,49152,0.77
2025-06-09,3,677,46036,0.62
2025-06-09,4,215,10535,0.48
2025-06-09,5,366,20496,0.55
2025-06-09,6,444,21756,0.77
2025-06-09,7,101,7474,0.56
2025-06-09,8,449,32777,0.88
2025-06-10,1,886,38098,0.6
2025-06-10,2,749,61418,0.68
2025-06-10,3,674,51898,0.67
2025-06-10,4,134,5762,0.54
2025-06-10,5,464,34336,0.68
2025-06-10,6,508,33020,0.78
2025-06-10,7,183,14823,0.34
2025-06-10,8,366,18666,0.69
2025-06-11,1,1004,88352,0.84
2025-06-11,2,823,37858,0.64
2025-06-11,3,721,58401,0.69
2025-06-11,4,231,10857,0.73
2025-06-11,5,299,18239,0.57
2025-06-11,6,366,13908,0.53
2025-06-11,7,116,7192,0.54
2025-06-11,8,301,12642,0.71
2025-06-12,1,1026,61560,0.65
2025-06-12,2,877,66652,0.69
2025-06-12,3,625,23750,0.55
2025-06-12,4,184,10488,0.62
2025-06-12,5,530,24380,0.67
2025-06-12,6,514,38550,0.67
2025-06-12,7,178,12282,0.55
2025-06-12,8,559,25714,0.62
2025-06-13,1,1049,68185,0.76
2025-06-13,2,723,28920,0.72
2025-06-13,3,747,41085,0.68
2025-06-13,4,184,10304,0.34
2025-06-13,5,468,40248,0.65
2025-06-13,6,501,32565,0.65
2025-06-13,7,209,14421,0.47
2025-06-13,8,423,33840,0.64
2025-06-14,1,897,44850,0.62
2025-06-14,2,732,29280,0.74
2025-06-14,3,615,41205,0.7
2025-06-14,4,30,2070,0.61
2025-06-14,5,488,40504,0.71
2025-06-14,6,343,15435,0.66
2025-06-14,7,243,10935,0.38
2025-06-14,8,390,21840,0.73
2025-06-15,1,969,67830,0.73
2025-06-15,2,742,59360,0.6
2025-06-15,3,574,21812,0.64
2025-06-15,4,90,5760,0.49
2025-06-15,5,469,32361,0.66
2025-06-15,6,350,13650,0.54
2025-06-15,7,113,5085,0.73
2025-06-15,8,341,15004,0.76
2025-06-16,1,972,41796,0.65
2025-06-16,2,586,39848,0.72
2025-06-16,3,480,36480,0.75
2025-06-16,4,150,6000,0.45
2025-06-16,5,317,18386,0.53
2025-06-16,6,714,52836,0.58
2025-06-16,7,261,20619,0.63
2025-06-16,8,392,33320,0.83
2025-06-17,1,1116,69192,0.77
2025-06-17,2,748,39644,0.72
2025-06-17,3,806,34658,0.66
2025-06-17,4,238,14756,0.52
2025-06-17,5,431,37066,0.63
2025-06-17,6,461,26277,0.68
2025-06-17,7,78,4446,0.51
2025-06-17,8,503,30180,0.63
2025-06-18,1,878,61460,0.56
2025-06-18,2,627,25080,0.72
2025-06-18,3,639,43452,0.77
2025-06-18,4,221,14365,0.52
2025-06-18,5,395,19355,0.65
2025-06-18,6,401,19649,0.9
2025-06-18,7,111,6993,0.44
2025-06-18,8,358,15394,0.56
2025-06-19,1,957,84216,0.84
2025-06-19,2,669,58203,0.68
2025-06-19,3,577,22503,0.71
2025-06-19,4,307,26095,0.63
2025-06-19,5,363,24684,0.49
2025-06-19,6,501,26553,0.7
2025-06-19,7,187,11781,0.61
2025-06-19,8,428,33384,0.69
2025-06-20,1,995,63680,0.62
2025-06-20,2,771,58596,0.58
2025-06-20,3,626,25040,0.39
2025-06-20,4,100,7500,0.52
2025-06-20,5,392,27048,0.51
2025-06-20,6,423,16497,0.72
2025-06-20,7,100,4200,0.54
2025-06-20,8,407,27676,0.8
2025-06-21,1,1265,99935,0.76
2025-06-21,2,808,31512,0.79
2025-06-21,3,723,49164,0.8
2025-06-21,4,156,8112,0.56
2025-06-21,5,322,24472,0.63
2025-06-21,6,491,32897,0.59
2025-06-21,7,200,16600,0.56
2025-06-21,8,359,29079,0.74
2025-06-22,1,1146,77928,0.63
2025-06-22,2,919,70763,0.54
2025-06-22,3,690,29670,0.81
2025-06-22,4,167,8350,0.47
2025-06-22,5,468,41184,0.77
2025-06-22,6,213,12141,0.82
2025-06-22,7,167,6513,0.61
2025-06-22,8,383,31023,0.74
2025-06-23,1,1263,88410,0.82
2025-06-23,2,901,58565,0.7
2025-06-23,3,700,51100,0.73
2025-06-23,4,196,11564,0.57
2025-06-23,5,447,38889,0.56
2025-06-23,6,462,21714,0.65
2025-06-23,7,250,19000,0.38
2025-06-23,8,363,23958,0.58
2025-06-24,1,1245,107070,0.49
2025-06-24,2,902,69454,0.71
2025-06-24,3,545,23980,0.59
2025-06-24,4,196,8624,0.49
2025-06-24,5,438,22338,0.72
2025-06-24,6,457,25592,0.67
2025-06-24,7,125,8625,0.38
2025-06-24,8,416,32864,0.65
2025-06-25,1,1096,49320,0.8
2025-06-25,2,809,70383,0.7
2025-06-25,3,599,28752,0.7
2025-06-25,4,224,14336,0.43
2025-06-25,5,421,37048,0.59
2025-06-25,6,553,35392,0.85
2025-06-25,7,178,6942,0.44
2025-06-25,8,465,33015,0.72
2025-06-26,1,1082,70330,0.77
2025-06-26,2,992,79360,0.74
2025-06-26,3,697,51578,0.67
2025-06-26,4,286,23738,0.55
2025-06-26,5,466,26096,0.53
2025-06-26,6,283,23206,0.77
2025-06-26,7,98,8330,0.49
2025-06-26,8,393,21615,0.76
2025-06-27,1,1270,59690,0.63
2025-06-27,2,849,43299,0.61
2025-06-27,3,739,56903,0.62
2025-06-27,4,120,10560,0.41
2025-06-27,5,342,19494,0.58
2025-06-27,6,500,31000,0.74
2025-06-27,7,139,6394,0.38
2025-06-27,8,327,16677,0.68
2025-06-28,1,1266,89886,0.75
2025-06-28,2,817,31863,0.79
2025-06-28,3,791,59325,0.71
2025-06-28,4,179,10203,0.66
2025-06-28,5,387,17415,0.46
2025-06-28,6,403,21762,0.54
2025-06-28,7,109,4469,0.46
2025-06-28,8,427,28182,0.5
2025-06-29,1,1151,77117,0.81
2025-06-29,2,845,71825,0.74
2025-06-29,3,756,58968,0.68
2025-06-29,4,113,5876,0.38
2025-06-29,5,383,33704,0.74
2025-06-29,6,458,21068,0.59
2025-06-29,7,138,7314,0.42
2025-06-29,8,491,24550,0.75
2025-06-30,1,1218,53592,0.62
2025-06-30,2,805,34615,0.73
2025-06-30,3,725,47850,0.63
2025-06-30,4,153,11169,0.44
2025-06-30,5,327,21582,0.63
2025-06-30,6,557,26179,0.67
2025-06-30,7,148,12284,0.47
2025-06-30,8,439,37315,0.78
2025-07-01,1,1061,80636,0.83
2025-07-01,2,896,54656,0.66
2025-07-01,3,640,30080,0.68
2025-07-01,4,234,14274,0.56
2025-07-01,5,391,34408,0.78
2025-07-01,6,501,32064,0.8
2025-07-01,7,310,17360,0.56
2025-07-01,8,449,30981,0.83
2025-07-02,1,1281,53802,0.69
2025-07-02,2,902,70356,0.72
2025-07-02,3,715,28600,0.65
2025-07-02,4,148,11692,0.62
2025-07-02,5,529,38088,0.7
2025-07-02,6,377,26013,0.79
2025-07-02,7,99,4851,0.49
2025-07-02,8,409,19223,0.72
2025-07-03,1,1098,49410,0.68
2025-07-03,2,867,63291,0.76
2025-07-03,3,587,37568,0.74
2025-07-03,4,76,2964,0.38
2025-07-03,5,396,32076,0.89
2025-07-03,6,522,41238,0.77
2025-07-03,7,172,11008,0.44
2025-07-03,8,283,19810,0.74
2025-07-04,1,1244,75884,0.89
2025-07-04,2,830,43990,0.68
2025-07-04,3,583,42559,0.67
2025-07-04,4,183,12261,0.51
2025-07-04,5,521,41159,0.66
2025-07-04,6,422,28696,0.69
2025-07-04,7,150,12150,0.57
2025-07-04,8,369,28782,0.74
2025-07-05,1,1220,68320,0.84
2025-07-05,2,992,73408,0.73
2025-07-05,3,689,56498,0.7
2025-07-05,4,216,15768,0.54
2025-07-05,5,573,29223,0.69
2025-07-05,6,275,15950,0.56
2025-07-05,7,293,22854,0.38
2025-07-05,8,411,27126,0.82
2025-07-06,1,1171,67918,0.81
2025-07-06,2,829,63004,0.76
2025-07-06,3,581,26726,0.85
2025-07-06,4,184,12512,0.51
2025-07-06,5,430,21070,0.69
2025-07-06,6,283,23489,0.78
2025-07-06,7,83,3569,0.52
2025-07-06,8,445,18690,0.58
2025-07-07,1,1033,82640,0.65
2025-07-07,2,838,51956,0.7
2025-07-07,3,693,33957,0.62
2025-07-07,4,260,9880,0.39
2025-07-07,5,471,23550,0.74
2025-07-07,6,370,14430,0.71
2025-07-07,7,164,13612,0.39
2025-07-07,8,399,30723,0.72
2025-07-08,1,1091,56732,0.59
2025-07-08,2,883,53863,0.78
2025-07-08,3,745,61835,0.71
2025-07-08,4,173,8650,0.46
2025-07-08,5,526,23670,0.68
2025-07-08,6,486,33534,0.61
2025-07-08,7,181,15385,0.56
2025-07-08,8,315,23310,0.64
2025-07-09,1,1232,104720,0.79
2025-07-09,2,898,46696,0.78
2025-07-09,3,700,57400,0.8
2025-07-09,4,94,6862,0.51
2025-07-09,5,306,12546,0.54
2025-07-09,6,367,20185,0.76
2025-07-09,7,76,6384,0.61
2025-07-09,8,479,34488,0.68
2025-07-10,1,1109,43251,0.83
2025-07-10,2,928,76096,0.69
2025-07-10,3,633,33549,0.7
2025-07-10,4,209,8778,0.58
2025-07-10,5,396,26928,0.66
2025-07-10,6,404,31512,0.7
2025-07-10,7,290,15370,0.45
2025-07-10,8,463,27317,0.73
2025-07-11,1,1256,89176,0.56
2025-07-11,2,924,80388,0.51
2025-07-11,3,594,26136,0.64
2025-07-11,4,117,5031,0.44
2025-07-11,5,585,36270,0.66
2025-07-11,6,363,15246,0.83
2025-07-11,7,163,10758,0.48
2025-07-11,8,516,33540,0.73
2025-07-12,1,1290,94170,0.74
2025-07-12,2,1013,63819,0.74
2025-07-12,3,763,39676,0.77
2025-07-12,4,274,21098,0.4
2025-07-12,5,493,43384,0.7
2025-07-12,6,326,14344,0.74
2025-07-12,7,64,5632,0.67
2025-07-12,8,509,38175,0.71
2025-07-13,1,1199,91124,0.72
2025-07-13,2,852,42600,0.59
2025-07-13,3,692,48440,0.67
